"rank","ORF","GENE","Putative TOR pathway","1 week ","2 week ","5 week ","7 weeks","Description","Function","Localization"
2216,"YOL013W-A",,,1.61,0.76,0.97,0.63,,,
2217,"YJL079C","PRY1",,0.81,0.96,0.8,0.58,"biological_process unknown","molecular_function unknown","endoplasmic reticulum*"
2218,"YOR367W","SCP1",,0.92,1.36,0.49,0.5,"actin filament organization","actin binding*","actin cortical patch (sensu Saccharomyces)"
2219,"YJR113C","RSM7",,0.73,0.95,0.79,0.6,"protein biosynthesis","structural constituent of ribosome","mitochondrial small ribosomal subunit"
2220,"YIL009C-A","EST3",,1.56,1.1,0.82,0.42,"telomerase-dependent telomere maintenance","telomerase activity","nucleus*"
2221,"YKR057W","RPS21A",,0.78,0.43,0.25,1.67,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
2222,"YKL103C","LAP4",,1.78,1.58,0.73,0.03,"vacuolar protein catabolism","aminopeptidase I activity","vacuole (sensu Fungi)"
2223,"YDL061C","RPS29B",,1.88,0.89,1.51,-0.06,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
2224,"YKL053C-A","MDM35",,0.24,0.34,1.69,0.31,"mitochondrion organization and biogenesis","molecular_function unknown","cytoplasm*"
2225,"YLR290C",,,1.11,0.88,0.59,0.87,"biological_process unknown","molecular_function unknown","mitochondrion"
2226,"YBL064C","PRX1",,0.96,1.28,1.01,0.05,"regulation of redox homeostasis","thioredoxin peroxidase activity","mitochondrion"
2227,"YMR042W","ARG80",,2.37,1.73,0.52,0.08,"positive regulation of transcription from Pol II promoter*","DNA binding*","nucleus"
2228,"YOL061W","PRS5",,1.42,1.81,0.26,0.26,"histidine biosynthesis*","ribose-phosphate diphosphokinase activity","cytoplasm"
2229,"YNL300W",,,1.29,1,0.7,0.63,"biological_process unknown","molecular_function unknown","cell wall (sensu Fungi)"
2230,"YFL032W",,,0.72,0.6,0.97,0.76,,,
2231,"YDR066C",,,1.49,0.82,0.92,0.59,"biological_process unknown","molecular_function unknown","cytoplasm"
2232,"YER115C","SPR6",,1.14,1.88,0.37,0.08,"sporulation (sensu Fungi)","molecular_function unknown","cellular_component unknown"
2233,"YOL122C","SMF1",,1.37,0.87,0.34,1.12,"manganese ion transport","manganese ion transporter activity","plasma membrane*"
2234,"YLL032C",,,1.1,1.47,0.3,0.55,"biological_process unknown","molecular_function unknown","cytoplasm"
2235,"YML030W",,,0.93,0.85,0.13,1.35,"biological_process unknown","molecular_function unknown","mitochondrion"
2236,"YMR174C","PAI3",,1.13,0.67,1.77,-0.11,"vacuolar protein catabolism","endopeptidase inhibitor activity","cytoplasm"
2237,"YNL099C","OCA1",,0.79,0.83,0.73,0.77,"response to oxidative stress","protein tyrosine phosphatase activity","cytoplasm"
2238,"YJL044C","GYP6",,2.02,1.66,0.26,0.4,"intracellular protein transport","GTPase activator activity","clathrin-coated vesicle"
2239,"YLR130C","ZRT2",,0.74,1.47,0.59,0.27,"low-affinity zinc ion transport","low-affinity zinc ion transporter activity","plasma membrane"
2240,"YKL207W",,,0.61,0.49,0.07,1.77,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2241,"YOR029W",,,1,0.69,1,0.63,,,
2242,"YMR103C",,,0.44,1.42,0.3,0.6,,,
2243,"YGL161C","YIP5",,1.18,0.78,1.81,-0.27,"vesicle-mediated transport","Rab interactor activity","membrane"
2244,"YDR539W",,,1.1,0.82,0.39,1.11,"biological_process unknown","molecular_function unknown","cytoplasm"
2245,"YOR087W","YVC1",,2.24,0.79,0.74,0.79,"cation homeostasis","potassium channel activity*","vacuole (sensu Fungi)"
2246,"YDR470C","UGO1",,1,0.64,1.56,0.11,"transport*","transporter activity","mitochondrial outer membrane"
2247,"YGR242W",,,1.18,1.03,0.5,0.79,,,
2248,"YLR300W","EXG1",,2.12,1.22,0.53,0.57,"cell wall organization and biogenesis*","glucan 1,3-beta-glucosidase activity","cell wall (sensu Fungi)"
2249,"YDR345C","HXT3",,1.22,1.37,0.51,0.43,"hexose transport","glucose transporter activity*","plasma membrane"
2250,"YOL011W","PLB3",,0.7,1.36,0.81,0.14,"phosphoinositide metabolism*","lysophospholipase activity","plasma membrane*"
2251,"YOR347C","PYK2",,1.4,1.44,0.27,0.6,"glycolysis*","pyruvate kinase activity","cytosol"
2252,"YJL148W","RPA34",,0.95,0.61,0.41,1.29,"transcription from Pol I promoter","DNA-directed RNA polymerase activity","nucleus*"
2253,"YMR147W",,,1.6,2.07,0.2,0.03,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2254,"YDR059C","UBC5",,1.87,1.06,0.58,0.66,"response to stress*","ubiquitin conjugating enzyme activity","proteasome complex (sensu Eukarya)"
2255,"YGL260W",,,1.07,0.79,1.34,0.18,,,
2256,"YPL248C","GAL4",,1.87,1.47,0.61,0.23,"regulation of transcription, DNA-dependent*","transcriptional activator activity","nucleus"
2257,"YNL318C","HXT14",,2.18,1.71,0.83,-0.24,"hexose transport","galactose transporter activity","plasma membrane"
2258,"YPL121C","MEI5",,1.42,1.49,0.56,0.25,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2259,"YLR288C","MEC3",,1.91,1.32,0.32,0.67,"chromatin silencing at telomere*","DNA binding","nucleus"
2260,"YHR015W","MIP6",,1.22,1.08,1.35,-0.13,"mRNA-nucleus export","RNA binding","nuclear pore"
2261,"YKR066C","CCP1",,1.03,1.06,0.76,0.48,"response to oxidative stress","cytochrome-c peroxidase activity","mitochondrion*"
2262,"YAR018C","KIN3",,0.91,1.15,1.08,0.08,"chromosome segregation","protein kinase activity","cellular_component unknown"
2263,"YNL032W","SIW14",,0.82,1.46,1.12,-0.28,"response to stress*","protein tyrosine phosphatase activity","cytoplasm"
2264,"YPR050C",,,0.33,0.37,0.57,1.36,,,
2265,"YJR150C","DAN1",,0.93,0.91,0.96,0.44,"sterol transport","molecular_function unknown","cell wall (sensu Fungi)"
2266,"YDR153C","ENT5",,0.47,0.97,0.94,0.38,"Golgi to endosome transport","clathrin binding","cytoplasm*"
2267,"YMR124W",,,2.34,2.02,0.29,-0.01,"biological_process unknown","molecular_function unknown","cytoplasm"
2268,"YDL178W","DLD2",,1.26,1.1,1.16,0.03,"biological_process unknown","D-lactate dehydrogenase (cytochrome) activity","mitochondrial matrix"
2269,"YPR115W",,,1.62,1.17,0.88,0.24,"biological_process unknown","molecular_function unknown","cytoplasm"
2270,"YMR106C","YKU80",,1.36,0.8,1.65,-0.15,"chromatin assembly/disassembly*","damaged DNA binding","nuclear chromatin*"
2271,"YOR037W","CYC2",,1,0.42,1.5,0.37,"mitochondrial intermembrane space protein import*","molecular_function unknown","mitochondrion"
2272,"YFL010W-A","AUA1",,1,0.47,2.06,-0.24,"amino acid transport","molecular_function unknown","cellular_component unknown"
2273,"YML007W","YAP1",,0.82,1.33,0.25,0.7,"transcription*","transcription factor activity","cytoplasm*"
2274,"YGL153W","PEX14",,0.99,0.58,0.06,1.64,"protein-peroxisome targeting","protein binding","peroxisomal membrane"
2275,"YDR154C",,,0.25,0.46,1.21,0.61,,,
2276,"YDR419W","RAD30",,0.74,0.75,1.36,0.17,"DNA repair*","eta DNA polymerase activity","replication fork"
2277,"YPL212C","PUS1",,1.73,1.6,0.46,0.22,"tRNA modification","pseudouridylate synthase activity","nucleus"
2278,"YOR092W","ECM3",,1.25,0.47,1.34,0.47,"cell wall organization and biogenesis","ATPase activity","endoplasmic reticulum"
2279,"YKL101W","HSL1",,1.44,1.54,0.69,0.05,"protein amino acid phosphorylation*","protein kinase activity","bud neck*"
2280,"YDR121W","DPB4",,2.29,0.89,0.32,1.06,"lagging strand elongation*","epsilon DNA polymerase activity","epsilon DNA polymerase complex"
2281,"YOR107W","RGS2",,1.22,0.46,1.29,0.52,"G-protein signaling, coupled to cAMP nucleotide second messenger","GTPase activator activity","cytoplasm*"
2282,"YNL083W",,,0.9,0.76,1.26,0.25,"transport","transporter activity","mitochondrial inner membrane"
2283,"YOR109W","INP53",,1.63,0.7,0.79,0.77,"cell wall organization and biogenesis*","inositol-polyphosphate 5-phosphatase activity","membrane fraction*"
2284,"YDR222W",,,0.97,1.03,0.81,0.43,"biological_process unknown","molecular_function unknown","cytoplasm"
2285,"YPL249C","GYP5",,0.81,0.93,0.77,0.57,"vesicle-mediated transport","Rab GTPase activator activity","cytosol*"
2286,"YOL001W","PHO80",,1,0.67,0.42,1.17,"regulation of phosphate metabolism","cyclin-dependent protein kinase, intrinsic regulator activity","cyclin-dependent protein kinase holoenzyme complex"
2287,"YNR063W",,,0.71,0.68,0.4,1.18,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2288,"YLR329W","REC102",,1.18,1.13,0.75,0.39,"meiotic recombination*","DNA binding","nucleus"
2289,"YLR165C","PUS5",,1.64,1.44,0.51,0.31,"rRNA modification*","pseudouridylate synthase activity","mitochondrion"
2290,"YJR104C","SOD1",,0.22,0.41,1.78,0.08,"zinc ion homeostasis*","copper, zinc superoxide dismutase activity","cytosol*"
2291,"YOL080C","REX4",,1.1,0.92,1,0.33,"rRNA processing*","3'-5' exonuclease activity","nucleus*"
2292,"YLR406C","RPL31B",,1.44,1.08,0.9,0.28,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
2293,"YPL184C",,,1.15,1.23,0.49,0.53,"biological_process unknown","molecular_function unknown","cytoplasm"
2294,"YKL201C","MNN4",,0.82,1.44,0.95,-0.14,"response to stress*","molecular_function unknown","cellular_component unknown"
2295,"YGR193C","PDX1",,1.11,0.97,0.07,1.22,"acetyl-CoA biosynthesis from pyruvate","protein binding","mitochondrion*"
2296,"YOL068C","HST1",,1.94,0.93,0.96,0.35,"transcriptional gene silencing","NAD-dependent histone deacetylase activity*","nucleus*"
2297,"YML082W",,,2,1.24,0.27,0.73,"sulfur metabolism","carbon-sulfur lyase activity","cytoplasm*"
2298,"YOR343C",,,1.59,1.43,0.33,0.48,,,
2299,"YCL076W",,,1.66,1.31,0.53,0.4,,,
2300,"YPR199C","ARR1",,1.16,0.54,0.92,0.78,"positive regulation of transcription from Pol II promoter","RNA polymerase II transcription factor activity","nucleus"
2301,"YBR240C","THI2",,1.89,1.52,0.36,0.37,"thiamin biosynthesis","transcriptional activator activity","cellular_component unknown"
2302,"YFR035C",,,0.4,0.41,0.21,1.62,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2303,"YAR044W","OSH1",,0.99,0.78,1.36,0.11,"steroid biosynthesis","oxysterol binding*","endoplasmic reticulum*"
2304,"YLR365W",,,0.98,0.96,0.78,0.5,,,
2305,"YML027W","YOX1",,1.54,0.99,0.85,0.39,"negative regulation of transcription from Pol II promoter, mitotic*","DNA binding*","nucleus"
2306,"YKL131W",,,1.36,1.58,0.62,0.04,,,
2307,"YMR182C","RGM1",,1.56,1.83,0.5,-0.09,"negative regulation of transcription from Pol II promoter","RNA polymerase II transcription factor activity","nucleus"
2308,"YMR073C",,,0.24,0.85,0.35,1.04,"biological_process unknown","molecular_function unknown","cytoplasm"
2309,"YLR090W","XDJ1",,1.1,1.44,0.18,0.61,"biological_process unknown","chaperone regulator activity","nucleus*"
2310,"YMR161W","HLJ1",,1.26,1.39,0.76,0.08,"biological_process unknown","molecular_function unknown","endoplasmic reticulum*"
2311,"YGR122W",,,0.32,0.89,1.18,0.16,"biological_process unknown","molecular_function unknown","cytoplasm"
2312,"YOR351C","MEK1",,0.92,1.58,0.48,0.17,"protein amino acid phosphorylation*","protein serine/threonine kinase activity","nucleus"
2313,"YLR031W",,,1.31,1.06,0.98,0.19,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2314,"YJL127C","SPT10",,0.44,0.41,0.09,1.72,"chromatin modeling*","histone acetyltransferase activity","nucleus"
2315,"YMR157C","FMP39",,1.28,0.49,0.08,1.65,"biological_process unknown","molecular_function unknown","mitochondrion"
2316,"YIL049W","DFG10",,1.27,1.07,0.85,0.31,"pseudohyphal growth","molecular_function unknown","cellular_component unknown"
2317,"YOR298W",,,0.8,1.03,1.01,0.18,"phospholipid biosynthesis","acyltransferase activity","cellular_component unknown"
2318,"YDL054C","MCH1",,1.26,1.57,0.71,-0.05,"transport","transporter activity*","membrane"
2319,"YJL082W","IML2",,0.98,0.82,1.09,0.31,"biological_process unknown","molecular_function unknown","cytoplasm*"
2320,"YLL021W","SPA2",,1.02,0.98,0.48,0.76,"establishment of cell polarity (sensu Saccharomyces)*","cytoskeletal regulatory protein binding","bud neck*"
2321,"YOR246C",,,0.72,0.57,0.02,1.64,"biological_process unknown","oxidoreductase activity","lipid particle"
2322,"YPL066W",,,1.32,1.21,0.83,0.18,"biological_process unknown","molecular_function unknown","cytoplasm*"
2323,"YPR119W","CLB2",,1.3,1.36,1.06,-0.2,"G2/M transition of mitotic cell cycle*","cyclin-dependent protein kinase, intrinsic regulator activity","cytoplasm*"
2324,"YNL235C",,,0.77,0.89,1.11,0.21,,,
2325,"YPR087W","VPS69",,0.07,0.04,0.02,2.16,"protein-vacuolar targeting","molecular_function unknown","cellular_component unknown"
2326,"YGR284C","ERV29",,1.13,1.11,0.8,0.3,"ER to Golgi transport","molecular_function unknown","COPII-coated vesicle"
2327,"YBR185C","MBA1",,0.62,1.41,0.08,0.73,"aerobic respiration*","molecular_function unknown","mitochondrial inner membrane"
2328,"YGR010W","NMA2",,1.71,0.93,0.76,0.53,"nicotinamide adenine dinucleotide metabolism","nicotinate-nucleotide adenylyltransferase activity","nucleus"
2329,"YNR062C",,,1.1,0.93,0.51,0.77,"biological_process unknown","molecular_function unknown","integral to membrane"
2330,"YDR417C",,,0.42,0.4,1,0.81,,,
2331,"YPL216W",,,0.79,1.6,0.22,0.39,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2332,"YHL037C",,,0.69,1.3,2.06,-1.15,,,
2333,"YLR326W",,,1.24,1.09,0.64,0.48,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2334,"YGR281W","YOR1",,1.92,0.99,1.01,0.22,"transport*","xenobiotic-transporting ATPase activity","plasma membrane"
2335,"YGL041C",,,1.78,0.81,1.09,0.31,,,
2336,"YOR058C","ASE1",,2.05,0.91,0.56,0.74,"mitotic anaphase B*","microtubule binding","spindle microtubule*"
2337,"YIL040W","APQ12",,0.52,1.15,1.34,-0.28,"biological_process unknown","molecular_function unknown","endoplasmic reticulum"
2338,"YBL072C","RPS8A",,0.78,1.03,0.54,0.64,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
2339,"YLR273C","PIG1",,1.57,0.99,0.8,0.43,"regulation of glycogen biosynthesis","protein phosphatase regulator activity","protein phosphatase type 1 complex"
2340,"YOR247W","SRL1",,0.95,1.23,0.2,0.78,"nucleobase, nucleoside, nucleotide and nucleic acid metabolism","molecular_function unknown","cytoplasm*"
2341,"YMR006C","PLB2",,0.91,0.91,0.65,0.64,"glycerophospholipid metabolism","lysophospholipase activity","cell wall (sensu Fungi)*"
2342,"YLR328W","NMA1",,1.37,0.71,0.19,1.31,"nicotinamide adenine dinucleotide metabolism","nicotinamide-nucleotide adenylyltransferase activity","cytoplasm*"
2343,"YMR065W","KAR5",,0.63,1.2,0.5,0.51,"karyogamy during conjugation with cellular fusion","molecular_function unknown","endoplasmic reticulum membrane"
2344,"YNL281W","HCH1",,0.7,0.86,1.24,0.11,"response to stress*","chaperone activator activity","cytoplasm*"
2345,"YJL149W",,,1.47,0.73,0.31,1.16,"biological_process unknown","molecular_function unknown","SCF ubiquitin ligase complex"
2346,"YKL107W",,,1.11,1.49,0.6,0.12,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2347,"YPL234C","TFP3",,1.07,1.28,0.49,0.43,"vacuolar acidification","hydrogen-transporting ATPase activity, rotational mechanism","hydrogen-transporting ATPase V0 domain"
2348,"YGR032W","GSC2",,1.54,0.91,1.2,0.09,"cell wall organization and biogenesis*","1,3-beta-glucan synthase activity","actin cap (sensu Saccharomyces)*"
2349,"YGR194C","XKS1",,1.08,0.81,0.96,0.43,"xylulose catabolism","xylulokinase activity","cytoplasm"
2350,"YDL020C","RPN4",,0.6,0.28,1.51,0.42,"ubiquitin-dependent protein catabolism","endopeptidase activity","proteasome regulatory particle (sensu Eukarya)"
2351,"YOR166C",,,1.38,1.47,0.17,0.56,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2352,"YJL017W",,,1.6,1.3,0.33,0.57,,,
2353,"YNL285W",,,0.99,1.08,1.12,-0.01,,,
2354,"YLR020C",,,0.57,0.69,0.14,1.36,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2355,"YBR214W","SDS24",,1.22,0.75,0.27,1.17,"meiosis*","molecular_function unknown","cytoplasm"
2356,"YDR239C",,,0.65,0.86,0.86,0.47,"biological_process unknown","molecular_function unknown","cytoplasm"
2357,"YLL033W","GON2",,1.53,0.91,0.23,1.04,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2358,"YBL067C","UBP13",,1.76,0.76,0.45,0.97,"biological_process unknown","ubiquitin-specific protease activity","cellular_component unknown"
2359,"YLR134W","PDC5",,0.42,1.4,0.32,0.46,"pyruvate metabolism*","pyruvate decarboxylase activity","cytoplasm*"
2360,"YLR325C","RPL38",,1.75,1.79,0.24,0.16,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
2361,"YNR032W","PPG1",,0.7,0.67,0.74,0.77,"protein amino acid dephosphorylation*","protein phosphatase type 2A activity","cytoplasm*"
2362,"YMR181C",,,1.14,0.96,0.75,0.48,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2363,"YDR393W","SHE9",,0.69,0.67,0.1,1.41,"mitochondrion organization and biogenesis*","molecular_function unknown","mitochondrial inner membrane"
2364,"YLR142W","PUT1",,1.12,0.92,0.77,0.48,"glutamate biosynthesis*","proline dehydrogenase activity","mitochondrion"
2365,"YMR085W",,,1.05,0.82,1,0.35,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2366,"YBR141C",,,1.49,0.9,1.15,0.13,"biological_process unknown","molecular_function unknown","nucleolus"
2367,"YIL089W",,,1.04,0.82,1.38,-0.02,"biological_process unknown","molecular_function unknown","cellular_component unknown"
2368,"YDR423C","CAD1",,0.49,1.04,0.54,0.59,"positive regulation of transcription from Pol II promoter*","RNA polymerase II transcription factor activity","nucleus"
2369,"YDR122W","KIN1",,1.16,1.08,0.85,0.25,"biological_process unknown","protein kinase activity","membrane fraction"
2370,"YNL081C","SWS2",,0,0.01,0.01,2.14,"biological_process unknown","molecular_function unknown","cytoplasm*"
2371,"YNL211C",,,1.72,0.58,1.33,0.25,"biological_process unknown","molecular_function unknown","mitochondrion"
2372,"YPL265W","DIP5",,1.02,1.14,0.88,0.15,"amino acid transport","amino acid transporter activity*","plasma membrane"
2373,"YLR169W",,,0.92,0.82,0.47,0.88,,,
2374,"YOR005C","DNL4",,1.91,1.48,0.71,-0.02,"double-strand break repair via nonhomologous end-joining","DNA ligase (ATP) activity","nucleus"
